0;0.6943615
1;0.6889317
2;0.68782026
3;0.6907622
4;0.69390965
5;0.69122404
6;0.69246817
7;0.68969613
8;0.6877752
9;0.6911438
10;0.6901843
11;0.69133025
12;0.6845026
13;0.685628
14;0.68481445
15;0.68286544
16;0.6814925
17;0.6853849
18;0.67694
19;0.68111235
20;0.67710686
21;0.6703005
22;0.6669688
23;0.661268
24;0.6481616
25;0.65654904
26;0.6663268
27;0.65467376
28;0.64881784
29;0.6612516
30;0.663058
31;0.6421545
32;0.6214735
33;0.7001963
34;0.61491495
35;0.67785954
36;0.7250726
37;0.6533776
38;0.6079176
39;0.7448887
40;0.6081516
41;0.6059256
42;0.6099584
43;0.5860882
44;0.6668747
45;0.7687061
46;0.6776622
47;0.59829324
48;0.6420943
49;0.60652643
50;0.61061937
51;0.66537666
52;0.61593497
53;0.63766646
54;0.6429309
55;0.58428794
56;0.6501792
57;0.65894586
58;0.60374665
59;0.59941953
60;0.6706515
61;0.64725524
62;0.65036565
63;0.7442622
64;0.65877265
65;0.6592405
66;0.6187469
67;0.66219527
68;0.60860234
69;0.6329634
70;0.64489776
71;0.6731529
72;0.61623025
73;0.6960737
74;0.60276663
75;0.66004914
76;0.6886638
77;0.5978882
78;0.6265814
79;0.6316345
80;0.61411434
81;0.6507721
82;0.60972404
83;0.63743424
84;0.5781955
85;0.66266614
86;0.6275671
87;0.6229436
88;0.67558354
89;0.67345476
90;0.68009955
91;0.6143332
92;0.60035014
93;0.5995429
94;0.6904001
95;0.58147734
96;0.57798165
97;0.6233775
98;0.6227912
99;0.6045339
100;0.69246095
101;0.6812311
102;0.588492
103;0.68135285
104;0.5757175
105;0.5438699
106;0.6930607
107;0.6926222
108;0.6090551
109;0.68108565
110;0.66320014
111;0.6838147
112;0.57905793
113;0.67109615
114;0.66875607
115;0.56670433
116;0.6616896
117;0.5884355
118;0.5674412
119;0.590787
120;0.60350275
121;0.7456339
122;0.75275785
123;0.62210166
124;0.6555607
125;0.7404315
126;0.5727928
127;0.6682345
128;0.73286575
129;0.63026816
130;0.69442016
131;0.6272023
132;0.624888
133;0.58167356
134;0.6503467
135;0.6476888
136;0.63432187
137;0.6758868
138;0.6316931
139;0.6065205
140;0.64848256
141;0.63535935
142;0.660736
143;0.642811
144;0.65663755
145;0.6364463
146;0.6252473
147;0.6386908
148;0.6685483
149;0.6597144
150;0.6019766
151;0.64338064
152;0.6527988
153;0.6326789
154;0.6465638
155;0.65396845
156;0.6187169
157;0.6075174
158;0.59849274
159;0.57845926
160;0.6425198
161;0.6713595
162;0.64137775
163;0.6269478
164;0.610751
165;0.5955182
166;0.6370352
167;0.61527294
168;0.61072713
169;0.63962317
170;0.62031
171;0.681305
172;0.73341846
173;0.66735166
174;0.6052618
175;0.6510081
176;0.61181116
177;0.5645903
178;0.54675686
179;0.6529959
180;0.59733766
181;0.682028
182;0.6394435
183;0.6946246
184;0.53701097
185;0.55115575
186;0.70033294
187;0.578225
188;0.615902
189;0.6128974
190;0.6860416
191;0.61538553
192;0.6001988
193;0.69554275
194;0.5378358
195;0.5911656
196;0.63719493
197;0.6275969
198;0.69115525
199;0.6531474
200;0.67008257
201;0.54174006
202;0.61323935
203;0.562968
204;0.8177702
205;0.7033394
206;0.7721569
207;0.6427
208;0.60254437
209;0.60512304
210;0.6538644
211;0.59834486
212;0.5853034
213;0.6309083
214;0.6692298
215;0.6893578
216;0.5837405
217;0.6548683
218;0.6673977
219;0.5822563
220;0.5960068
221;0.63799256
222;0.5863368
223;0.6063226
224;0.5414769
225;0.62922764
226;0.5366548
227;0.62428206
228;0.4960041
229;0.68013555
230;0.5793735
231;0.75637794
232;0.77072877
233;0.55480224
234;0.5212438
235;0.7101347
236;0.5225025
237;0.562149
238;0.71041775
239;0.6547847
240;0.46533403
241;0.649203
242;0.63125354
243;0.63083386
244;0.6285622
245;0.69016
246;0.7060649
247;0.6339701
248;0.7349147
249;0.45299911
250;0.6778948
251;0.5989354
252;0.58615714
253;0.43656778
254;0.7690289
255;0.66604584
256;0.45730105
257;0.6820999
258;0.7107177
259;0.41645506
260;0.72545457
261;0.7052825
262;0.6052375
263;0.6952901
264;0.530132
265;0.5495834
266;0.6251189
267;0.47647926
268;0.56241065
269;0.65611356
270;0.6652871
271;0.6192153
272;0.7717212
273;0.68040085
274;0.7408181
275;0.69328195
276;0.66278476
277;0.70650285
278;0.6718083
279;0.6546995
280;0.60293823
281;0.60055023
282;0.64326566
283;0.6642168
284;0.6069713
285;0.7015524
286;0.61017853
287;0.6396661
288;0.5872621
289;0.59568006
290;0.63104576
291;0.6444587
